영문항공사명,korAirline,carrierCode,항공사코드2(ICAO),항공사상태,사업모델,국가,지역
LATAM Airlines Peru,라탐 항공 페루,LP,LPE,Active,Full Service Carrier,Peru,중남미
LATAM Cargo Brasil,라탐 카고 브라질,M3,LTG,Active,Cargo,Brazil,중남미
LATAM Cargo Chile,라탐 카고 칠레,UC,LCO,Active,Cargo,Chile,중남미
LATAM Cargo Colombia,라탐 카고 콜롬비아,L7,LAE,Active,Cargo,Colombia,중남미
Latin American Wings,라틴아메리카 윙 항공,LW,JMR,Ceased Operations,Full Service Carrier,Chile,중남미
Lauda Air,라우다 항공,NG,LDA,Ceased Operations,Full Service Carrier,Austria,유럽
Lauda Europe,라우다 유럽 항공,LW,LDA,Active,Low Cost Carrier,Malta,유럽
Laudamotion,라우다모션,OE,LDM,Ceased Operations,Low Cost Carrier,Austria,유럽
Layang-Layang Aerospace,라양라양 에어로스페이스,n/a,LAY,Active,Charter,Malaysia,아시아태평양
LC Peru,LC 페루,W4,LCB,Ceased Operations,Regional/Commuter,Peru,중남미
Le One,르원,n/a,n/a,Grounded,Charter,Italy,유럽
Leading Edge Air Services,리딩엣지 항공서비스,n/a,n/a,Active,Charter,Philippines,아시아태평양
LEAV Aviation,LEAV 항공,KK,NGN,Active,Charter,Germany,유럽
Legend Airlines,레전드 항공,LZ,LAL,Active,Charter,Romania,유럽
Leisure Cargo,레져 카고,n/a,n/a,Ceased Operations,Virtual Carrier,Germany,유럽
Leon Airlines,레온 항공,n/a,n/a,Ceased Operations,Regional/Commuter,Spain,유럽
Leste Aviation,레스테 항공,n/a,n/a,Active,Virtual Carrier,Timor-Leste,아시아태평양
LEVEL,LEVEL 항공,n/a,n/a,Active,Low Cost Carrier,Spain,유럽
LEVEL Europe,LEVEL 유럽 ,VK,FOO,Ceased Operations,Low Cost Carrier,Austria,유럽
LEVEL France,LEVEL 프랑스,LV,BOS,Active,Low Cost Carrier,France,유럽
LGW ,LGW 항공,HE,LGW,Ceased Operations,Regional/Commuter,Germany,유럽
LIAT,리아트,LI,LIA,Ceased Operations,Regional/Commuter,Antigua and Barbuda,중남미
Libyan Air Cargo,리비아 항공화물,LC,LCR,Active,Cargo,Libya,중동아프리카
Libyan Airlines,리비아 항공,LN,LAA,Active,Full Service Carrier,Libya,중동아프리카
Libyan Wings,리비아 윙스,YL,LWA,Active,Charter,Libya,중동아프리카
LIFT Airline,LIFT 항공,n/a,n/a,Active,Regional/Commuter,South Africa,중동아프리카
Lijiang Airlines,리장 항공,n/a,n/a,Failed startup,Full Service Carrier,China,아시아태평양
Liliair,릴리에어,n/a,n/a,Startup,Charter,Austria,유럽
Lima Airlines,리마 항공,n/a,n/a,Failed startup,Full Service Carrier,Peru,중남미
Limitless Airways,리미트리스 항공,n/a,n/a,Ceased Operations,Charter,Croatia,유럽
Linea Aerea Cuencana,쿠엔카나 항공,n/a,n/a,Active,Regional/Commuter,Ecuador,중남미
Lineas Aereas del Estado,LADE 항공,n/a,n/a,Active,Regional/Commuter,Argentina,중남미
Lineas Aereas del Sur,SUR 항공,n/a,LDS,Active,Charter,Argentina,중남미
Lineas Aereas Paraguayas,파라과이 항공,PZ,LAP,Ceased Operations,Full Service Carrier,Paraguay,중남미
Lineas Aereas Suramericanas,LAS 화물 항공,4L,LAU,Ceased Operations,Cargo,Colombia,중남미
Link Airs,링크 에어즈,n/a,n/a,Failed startup,Regional/Commuter,Japan,아시아태평양
Link Airways,링크 항공,FC,n/a,Active,Regional/Commuter,Australia,아시아태평양
Link PNG,링크 PNG,n/a,n/a,Active,Regional/Commuter,Papua New Guinea,아시아태평양
LinksAir,링크에어,n/a,LNQ,Ceased Operations,Regional/Commuter,United Kingdom,유럽
Lion Air,라이온 항공,JT,LNI,Active,Low Cost Carrier,Indonesia,아시아태평양
Lithuanian Airlines,리투아니아 항공,TE,LIL,Ceased Operations,Full Service Carrier,Lithuania,유럽
Livingston,리빙스턴,JN,NLV,Ceased Operations,Regional/Commuter,Italy,유럽
Liz Aviation,리즈 항공,n/a,LIZ,Active,Regional/Commuter,Togo,중동아프리카
LoadAir Cargo,로데어 화물항공,n/a,n/a,Failed startup,Cargo,Kuwait,중동아프리카
Locair,라커 항공,n/a,LOC,Active,Charter,United States of America,북미캐나다
l'odyssey,오디세이 항공,n/a,n/a,Active,Virtual Carrier,Switzerland,유럽
Loftleioir Icelandic,아이슬란드 항공 ,n/a,n/a,Active,Charter,Iceland,유럽
Loganair,로간에어,LM,LOG,Active,Regional/Commuter,United Kingdom,유럽
Lone Star Air,론 스타 항공,n/a,n/a,Active,Full Service Carrier,Liberia,중동아프리카
Longjiang Airlines,룽장 항공,LT,SNG,Active,Full Service Carrier,China,아시아태평양
Loong Air,룽 항공,GJ,CDC,Active,Full Service Carrier,China,아시아태평양
LOT Charters,LOT 차터스,n/a,n/a,Active,Charter,Poland,유럽
LOT Polish Airlines,LOT 폴란드 항공,LO,LOT,Active,Full Service Carrier,Poland,유럽
LTU,LTU 항공,LT,LTU,Ceased Operations,Full Service Carrier,Germany,유럽
Lucky Air,럭키 에어,8L,LKE,Active,Low Cost Carrier,China,아시아태평양
LuebeckAir,뤼벡 항공,n/a,n/a,Failed startup,Regional/Commuter,Germany,유럽
Lufthansa,루프트한자,LH,DLH,Active,Full Service Carrier,Germany,유럽
Lufthansa Cargo,루프트한자 카고,LH,GEC,Active,Cargo,Germany,유럽
Lufthansa CityLine,루프트한자 시티라인,CL,CLH,Active,Regional/Commuter,Germany,유럽
Lufttransport,루프트트랜스포트,n/a,LTR,Ceased Operations,Charter,Norway,유럽
Luke Air,루크 에어,n/a,LKA,Active,Virtual Carrier,Italy,유럽
Lukoil Avia,루코일 아비아,n/a,LUK,Active,Charter,Russian Federation,유럽
Lulutai Airlines,루루타이 항공,L8,TON,Active,Regional/Commuter,Tonga,아시아태평양
Lumiwings,루미윙스,L9,LWI,Active,Full Service Carrier,Greece,유럽
Luxair,룩스에어,LG,LGL,Active,Regional/Commuter,Luxembourg,유럽
Lviv Airlines,리비프 항공,n/a,n/a,Active,Charter,Ukraine,유럽
Lydd Air,리드 에어,n/a,LYD,Active,Charter,United Kingdom,유럽
Lynden Air Cargo,린든 항공화물,L2,LYC,Active,Cargo,United States of America,북미캐나다
Lynx Air,링스 에어,Y9,DAT,Ceased Operations,Low Cost Carrier,Canada,북미캐나다
Lynx Aviation,링스 항공,L3,SSX,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
M Jets International ,M 제트 인터내셔널 ,WW,KXP,Active,Charter,Malaysia,아시아태평양
Maastricht Airlines,마스트리히트 항공,n/a,n/a,Failed startup,Full Service Carrier,Netherlands,유럽
Macair Jet,맥에어 제트,VM,MCJ,Ceased Operations,Charter,Argentina,중남미
Mack Air,맥 항공,n/a,MKB,Active,Charter,Botswana,중동아프리카
Madagascar Airlines,마다가스카르 항공,n/a,MGY,Active,Full Service Carrier,Madagascar,중동아프리카
Madagasikara Airways,마다가스카르 항공,n/a,n/a,Active,Full Service Carrier,Madagascar,중동아프리카
MAE Jet Charters,MAE 제트 차터,n/a,n/a,Active,Charter,Bahrain,중동아프리카
Maersk Air Cargo,머스크 화물항공,DJ,SRR,Active,Cargo,Denmark,유럽
Magma Aviation,마그마 항공,n/a,n/a,Active,Cargo,Belgium,유럽
Magnicharters,마그니 차터스,n/a,GMT,Active,Charter,Mexico,중남미
Mahan Air,마한 항공,W5,IRM,Active,Full Service Carrier,Iran,중동아프리카
Mahogany Air,마호가니 에어,n/a,HOG,Active,Regional/Commuter,Zambia,중동아프리카
MAIS Mozambican Airlines,MAIS 모잠비크 항공,n/a,n/a,Failed startup,Low Cost Carrier,Mozambique,중동아프리카
Makalu Air,마칼루 항공,n/a,n/a,Active,Charter,Nepal,아시아태평양
Makani Kai Air,마카니 카이 항공,n/a,n/a,Active,Full Service Carrier,United States of America,북미캐나다
Malawi Airlines,말라이 항공,3W,MWI,Active,Full Service Carrier,Malawi,중동아프리카
Malaysia Airlines,말레이시아 항공,MH,MAS,Active,Full Service Carrier,Malaysia,아시아태평양
Maldivian,몰디비안,Q2,DQA,Active,Regional/Commuter,Maldives,아시아태평양
Maleth Aero,말레스 항공,DB,MLT,Active,Charter,Malta,유럽
Malev Hungarian Airlines,말리브 헝가리 항공,MA,MAH,Ceased Operations,Full Service Carrier,Hungary,유럽
Mali Air Express,말리 에어 익스프레스,n/a,VXP,Active,Charter,Mali,중동아프리카
Malift Air,말리프트 항공,n/a,n/a,Ceased Operations,Charter,Democratic Republic of the Congo,중동아프리카
Malindo Air,말린도 항공,OD,MXD,Ceased Operations,Full Service Carrier,Malaysia,아시아태평양
Malmo Aviation,말뫼 항공,TF,SCW,Ceased Operations,Regional/Commuter,Sweden,유럽
Malta Air,몰타 항공,AL,MAY,Active,Low Cost Carrier,Malta,유럽
Malta MedAir,몰타 메드에어,MT,MMO,Active,Charter,Malta,유럽
Malu Aviation,말루 항공,n/a,n/a,Ceased Operations,Charter,Democratic Republic of the Congo,중동아프리카
Maluti Sky,말루티 스카이,7D,MSU,Ceased Operations,Charter,Lesotho,중동아프리카
Manasik Aviation,마나식 항공,n/a,MNM,Failed startup,Low Cost Carrier,Saudi Arabia,중동아프리카
Mandarin Airlines,만다린 항공,AE,MDA,Active,Full Service Carrier,Taiwan,아시아태평양
Mango,망고 항공,JE,MNO,Grounded,Low Cost Carrier,South Africa,중동아프리카
Mann Yadanarpon Airlines,만야다나폰 항공,7Y,MYP,Active,Regional/Commuter,Myanmar,아시아태평양
Manta Air,만타 에어,NR,MAV,Active,Charter,Maldives,아시아태평양
MAP Linhas Aereas,MAP 항공,7M,PAM,Active,Charter,Brazil,중남미
Mapiex Aero,마피엑스 항공,n/a,n/a,Active,Charter,Panama,중남미
Marabu,마라부,DI,MBU,Active,Regional/Commuter,Estonia,유럽
Marathon Airlines,마라톤 항공,O8,MTO,Active,Charter,Greece,유럽
Maria da Gloria Transportes Aereos,마리아 더글로리아  운송항공,n/a,n/a,Failed startup,Low Cost Carrier,Brazil,중남미
Marianas Pacific Airlines,마리아나 퍼시픽 항공,n/a,n/a,Startup,Full Service Carrier,Northern Mariana Islands,아시아태평양
Marianas Southern Airways,마리아나 서던 항공,n/a,n/a,Grounded,Regional/Commuter,Northern Mariana Islands,아시아태평양
Maroomba Airlines,마룸바 항공,n/a,n/a,Active,Charter,Australia,아시아태평양
Mars Avia,마스아비아 항공,n/a,n/a,Active,Cargo,Armenia,유럽
Marsland Aviation,마스랜드 항공,n/a,MSL,Ceased Operations,Regional/Commuter,Sudan,중동아프리카
Martinair,마르틴에어,MP,MPH,Active,Cargo,Netherlands,유럽
Mas,마스,M7,MAA,Active,Cargo,Mexico,중남미
MASwings,마스윙스,MY,MWG,Active,Regional/Commuter,Malaysia,아시아태평양
MAT Airways,MAT 항공,6F,MKD,Ceased Operations,Charter,North Macedonia,유럽
Mauritania Airlines,모리타니 항공,L6,MAI,Active,Full Service Carrier,Mauritania,중동아프리카
Mavi Gok Airlines ,마비곡 항공,4M,MGH,Active,Regional/Commuter,Turkiye,유럽
Max Air Nigeria,맥스 항공 나이지리아,VM,NGL,Active,Charter,Nigeria,중동아프리카
Maximus Air Cargo,막시무스 에어카고,6M,MXA,Active,Cargo,United Arab Emirates,중동아프리카
Maya Island Air,마야 아일랜드 항공,2M,MYD,Active,Regional/Commuter,Belize,중남미
MAYAir,마이에어,5G,MYI,Active,Regional/Commuter,Mexico,중남미
MCS Aerocarga,MCS 화물항공,n/a,MCS,Active,Cargo,Mexico,중남미
MED Airlines,메드 항공,n/a,n/a,Active,Cargo,Morocco,중동아프리카
Med Airways,메드 항공사,7Y,MED,Ceased Operations,Charter,Lebanon,중동아프리카
Medavia,메다비아,N5,MDM,Active,Regional/Commuter,Malta,유럽
Medsky Airways,메드스키 항공,BM,MNS,Active,Charter,Libya,중동아프리카
Med-View Airline,메드뷰 항공,n/a,MEV,Grounded,Charter,Nigeria,중동아프리카
Mega Maldives Airlines,메가 몰디브 항공,LV,MEG,Ceased Operations,Full Service Carrier,Maldives,아시아태평양
Melilla Airlines,멜릴라 항공,n/a,n/a,Ceased Operations,Virtual Carrier,Spain,유럽
Mena Aerospace Cargo,메나 에어로스페이스 카고,n/a,n/a,Active,Cargo,Bahrain,중동아프리카
Menorca Air,메노르카 항공,n/a,n/a,Startup,Low Cost Carrier,Spain,유럽
Meraj Air,메라즈 항공,n/a,MRJ,Active,Full Service Carrier,Iran,중동아프리카
Mercury World Cargo,머큐리 월드 카고,4X,MEC,Active,Cargo,United States of America,북미캐나다
Meridian Airways,메리디안 항공,n/a,n/a,Ceased Operations,Charter,Ghana,중동아프리카
Meridian Avia,메르디안 아비아 항공,n/a,MMM,Active,Charter,Russian Federation,유럽
Merpati Nusantara Airlines,메르파티 누산타라 항공,MZ,MNA,Ceased Operations,Regional/Commuter,Indonesia,아시아태평양
Mesa Airlines,메사 항공,YV,ASH,Active,Regional/Commuter,United States of America,북미캐나다
Mesaba Airlines,메사바 항공,XJ,MES,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
Meta Linhas Aereas,메타 항공,n/a,MSQ,Ceased Operations,Charter,Brazil,중남미
MetJet,메트 제트,n/a,n/a,Ceased Operations,Charter,United States of America,북미캐나다
Metrojet,메트로 제트,7K,KGL,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Metropolitan Airlines,메트로폴리탄항공,n/a,n/a,Failed startup,Regional/Commuter,Switzerland,유럽
Mexicana,멕시카나 항공,MX,MXA,Ceased Operations,Full Service Carrier,Mexico,중남미
Mexicana de Aviacion,멕시카나 항공,n/a,n/a,Active,Full Service Carrier,Mexico,중남미
MexicanaClick,멕시카나 클릭 항공,QA,CBE,Ceased Operations,Low Cost Carrier,Mexico,중남미
MexicanaLink,멕시카나 링크항공,I6,MXI,Ceased Operations,Regional/Commuter,Mexico,중남미
MGC Airlines,MGC 항공,7D,MSU,Active,Charter,Lesotho,중동아프리카
MHS Aviation,MHS 항공,M2,MHV,Active,Charter,Germany,유럽
Miami Air International,마이애미 에어 인터내셔널,LL,BSK,Active,Charter,United States of America,북미캐나다
MIAT Mongolian Airlines,MIAT 몽골 항공,OM,MGL,Active,Full Service Carrier,Mongolia,아시아태평양
Mid Airlines,미드 항공,n/a,NYL,Active,Charter,Sudan,중동아프리카
Mid Express Tchad,미드 익스프레스 차드,n/a,n/a,Ceased Operations,Charter,Chad,중동아프리카
Mid-Atlantic Freight,미드 아틀란틱 플라이트,n/a,MDC,Active,Cargo,United States of America,북미캐나다
Middle East Airlines,미들 이스트 항공 ,ME,MEA,Active,Full Service Carrier,Lebanon,중동아프리카
Mid-Sea Express,미드-시 익스프레스,n/a,n/a,Active,Regional/Commuter,Philippines,아시아태평양
Midwest Airlines,미드웨스트 항공,YX,MEP,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
Midwest Airlines Egypt,미드웨스트 항공 이집트,WV,MWA,Ceased Operations,Charter,Egypt,중동아프리카
Midwest Express Airlines,미드웨스트 익스프레스 항공,YX,MEP,Startup,Full Service Carrier,United States of America,북미캐나다
Mihin Lanka,미힌 랑카,MJ,MLR,Ceased Operations,Low Cost Carrier,Sri Lanka,아시아태평양
Mineral Airways,미네랄 항공,n/a,n/a,Active,Charter,Chile,중남미
Mingalar,밍갈라 항공,K7,KBZ,Active,Regional/Commuter,Myanmar,아시아태평양
Miniliner,미니라이너,n/a,n/a,Active,Cargo,Italy,유럽
Minoan Air,미노안 항공,n/a,n/a,Ceased Operations,Regional/Commuter,Greece,유럽
Mint Airways,민트 항공,n/a,MIC,Ceased Operations,Charter,Spain,유럽
Mission Aviation Fellowship ,미션 항공 펠로우쉽,n/a,n/a,Active,Charter,United States of America,북미캐나다
MJ Airlines,MJ 항공,n/a,n/a,Failed startup,Full Service Carrier,Cambodia,아시아태평양
MN Aviation,MN 항공 ,n/a,WYM,Active,Charter,Puerto Rico,북미캐나다
MNG Airlines,MNG 항공,MB,MNB,Active,Cargo,Turkiye,유럽
MODERN Logistics,모던 로지스틱스,WD,MWM,Active,Cargo,Brazil,중남미
Mohahlaula Airlines,모하라우라 항공,n/a,n/a,Active,Charter,Lesotho,중동아프리카
Mokulele Airlines,모쿠렐레 항공,n/a,MHO,Active,Regional/Commuter,United States of America,북미캐나다
Moldavian Airlines,몰도바 항공,2M,MDV,Ceased Operations,Regional/Commuter,Moldova,유럽
Mombasa Air Safari,뭄바사 에어 사파리,n/a,RRV,Active,Charter,Kenya,중동아프리카
Monarch Airlines,모나크 항공,n/a,MON,Ceased Operations,Low Cost Carrier,United Kingdom,유럽
Mongolian Airways Cargo,몽골 화물항공,XF,MGW,Active,Cargo,Mongolia,아시아태평양
Montenegro Airlines,몬테네그로 항공,YM,MGX,Ceased Operations,Regional/Commuter,Montenegro,유럽
Moov Airways,무브 항공,n/a,n/a,Startup,Low Cost Carrier,Switzerland,유럽
Morningstar Air Express,모닝스타 에어 익스프레스,n/a,MAL,Active,Cargo,Canada,북미캐나다
Moscow Airlines,모스코바 항공,7B,MOA,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Moskovia Airlines,모스코바 항공,3R,GAI,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Motor Sich Airlines,모터시크 항공,M9,MSI,Grounded,Charter,Ukraine,유럽
Mount Cook Airline,마운터 쿡 항공,n/a,NZM,Ceased Operations,Regional/Commuter,New Zealand,아시아태평양
Mountain Air Cargo,마운틴 에어 카고,n/a,MTN,Active,Cargo,United States of America,북미캐나다
Mozambique Expresso,모잠비크 익스프레스,n/a,MXE,Active,Regional/Commuter,Mozambique,중동아프리카
MRK Airlines,MRK 항공,6V,MRW,Active,Regional/Commuter,Ukraine,유럽
MSC Air Cargo,MSC 에어 카고,n/a,n/a,Active,Cargo,Switzerland,유럽
MSD Aviation,MSD 항공,n/a,n/a,Failed startup,Cargo,India,아시아태평양
Mundicanarias,문디카나리아 항공,n/a,n/a,Failed startup,Charter,Spain,유럽
Mustique Airways,뮤스티크 항공,n/a,MAW,Active,Charter,Saint Vincent and the Grenadines,중남미
MY FREIGHTER,마이 프라이터 항공,C6,MFX,Active,Cargo,Uzbekistan,아시아태평양
My Indo Airlines,마이 인도 항공,2Y,MYU,Active,Cargo,Indonesia,아시아태평양
My Jet Xpress Airlines,마이 제트 익스프레스 항공,N7,NEP,Active,Cargo,Malaysia,아시아태평양
MYAirline,마이 항공,Z9,MYM,Grounded,Low Cost Carrier,Malaysia,아시아태평양
Myanmar Airways International,미얀마 국제항공,8M,MMA,Active,Full Service Carrier,Myanmar,아시아태평양
Myanmar National Airlines,미얀마 국영항공,UB,UBA,Active,Full Service Carrier,Myanmar,아시아태평양
MyWay Airlines,마이웨이 항공,MJ,MYW,Active,Full Service Carrier,Georgia,유럽
NAC Charter,NAC 차터,n/a,n/a,Active,Charter,South Africa,중동아프리카
Nakina Air Service,나키나 에어 서비스,T2,n/a,Active,Regional/Commuter,Canada,북미캐나다
Nam Air,남 에어,IN,LKN,Active,Full Service Carrier,Indonesia,아시아태평양
Namaste Nepalese Air,나마스테 네팔 항공,n/a,n/a,Failed startup,Regional/Commuter,Nepal,아시아태평양
